Equipment_Type,Temperature,Pressure,Vibration,Operating_Hours,Failure_Class
Furnace,428.81,1.98,0.0,52572,Healthy
Boiler,205.41,54.18,0.0,71932,Healthy
Pipeline,130.74,13.68,0.0,105757,Healthy
Heat Exchanger,207.24,3.31,0.0,137659,Warning
Boiler,325.1,109.91,0.0,183724,Critical
Generator,56.89,0.0,0.99,21471,Healthy
Instrumentation,19.06,3.6,0.0,38683,Healthy
Distillation Column,266.88,2.6,0.0,54431,Healthy
Turbine,266.21,44.62,2.07,15838,Healthy
Distillation Column,209.69,3.73,0.0,38519,Healthy
Generator,100.78,0.0,2.44,196283,Critical
Furnace,574.81,1.61,0.0,31367,Healthy
Boiler,154.74,65.72,0.0,21239,Healthy
Furnace,778.09,6.61,0.0,153380,Warning
Heat Exchanger,228.81,26.69,0.0,156574,Critical
Distillation Column,148.35,3.89,0.0,80424,Healthy
Furnace,658.07,6.77,0.0,73895,Healthy
Turbine,449.85,101.02,4.05,197305,Failure
Motor,84.95,0.0,1.48,73453,Warning
Generator,110.85,0.0,2.64,246094,Failure
Heat Exchanger,227.88,27.47,0.0,174306,Critical
Pipeline,89.56,27.42,0.0,48989,Healthy
Boiler,291.49,52.34,0.0,118437,Warning
Cooling System,63.77,10.92,2.08,186128,Failure
Distillation Column,347.5,8.56,0.0,279255,Failure
Storage Tank,53.88,0.45,0.0,129660,Healthy
Furnace,596.48,7.66,0.0,142625,Warning
Turbine,268.69,20.63,1.2,66709,Healthy
Boiler,246.74,54.86,0.0,72955,Healthy
Valve,246.33,53.95,0.0,239640,Failure
Instrumentation,116.51,36.76,0.0,85251,Critical
Storage Tank,61.37,2.67,0.0,44840,Healthy
Storage Tank,57.54,0.6,0.0,67698,Healthy
Instrumentation,117.19,38.92,0.0,73667,Critical
Generator,37.64,0.0,0.62,14015,Healthy
Boiler,254.97,91.88,0.0,111453,Warning
Instrumentation,110.57,37.7,0.0,94445,Critical
Furnace,399.37,7.3,0.0,141430,Warning
Storage Tank,39.48,0.49,0.0,72697,Healthy
Storage Tank,26.95,0.66,0.0,121291,Healthy
Furnace,712.46,5.04,0.0,37074,Healthy
Boiler,249.96,95.19,0.0,117515,Warning
Furnace,469.71,4.88,0.0,17495,Healthy
Turbine,442.67,41.35,3.7,192487,Critical
Valve,132.62,27.08,0.0,22080,Healthy
Motor,51.92,0.0,1.68,44395,Healthy
Instrumentation,106.71,8.21,0.0,59432,Warning
Generator,110.7,0.0,2.62,240345,Failure
Reactor,256.5,51.57,0.0,96335,Healthy
Turbine,244.23,82.33,0.66,88712,Warning
Distillation Column,259.87,6.45,0.0,153516,Warning
Compressor,93.06,24.79,1.39,57088,Healthy
Reactor,456.26,79.89,0.0,258125,Failure
Reactor,416.6,29.1,0.0,147470,Warning
Cooling System,32.38,5.8,1.15,26907,Healthy
Pipeline,185.77,62.35,0.0,342606,Failure
Distillation Column,227.62,5.5,0.0,23857,Healthy
Storage Tank,41.47,2.85,0.0,19225,Healthy
Pipeline,62.7,30.78,0.0,108930,Healthy
Reactor,486.2,81.6,0.0,276449,Failure
Heat Exchanger,171.52,8.76,0.0,40218,Healthy
Storage Tank,23.63,3.65,0.0,160683,Warning
Instrumentation,27.06,26.66,0.0,11018,Healthy
Cooling System,43.2,6.64,1.07,58107,Healthy
Furnace,889.48,8.87,0.0,233162,Critical
Valve,144.53,27.5,0.0,40009,Healthy
Distillation Column,218.85,2.91,0.0,16819,Healthy
Furnace,423.02,3.63,0.0,57761,Healthy
Reactor,186.98,51.25,0.0,21032,Healthy
Motor,36.51,0.0,1.6,12179,Healthy
Heat Exchanger,174.47,12.46,0.0,75993,Healthy
Heat Exchanger,170.51,12.26,0.0,36256,Healthy
Heat Exchanger,183.7,22.8,0.0,123802,Warning
Storage Tank,39.21,2.34,0.0,65492,Healthy
Boiler,338.83,105.38,0.0,220675,Critical
Compressor,90.49,39.53,3.79,71498,Warning
Reactor,476.21,84.19,0.0,252030,Failure
Pipeline,58.78,15.18,0.0,122036,Healthy
Storage Tank,59.51,0.04,0.0,67439,Healthy
Turbine,260.45,85.68,0.88,117244,Warning
Generator,48.31,0.0,1.45,17586,Healthy
Heat Exchanger,110.77,8.24,0.0,51607,Healthy
Turbine,302.34,23.42,2.53,63127,Healthy
Reactor,208.55,65.95,0.0,114971,Warning
Heat Exchanger,213.75,16.15,0.0,113874,Warning
Pipeline,102.95,15.97,0.0,55882,Healthy
Storage Tank,57.59,3.91,0.0,191071,Warning
Furnace,920.8,10.38,0.0,245678,Failure
Pump,120.81,24.45,4.75,185266,Failure
Turbine,321.96,90.68,3.95,186452,Critical
Distillation Column,127.16,5.02,0.0,103001,Healthy
Motor,83.05,0.0,0.62,74028,Warning
Distillation Column,233.09,1.18,0.0,46320,Healthy
Cooling System,20.9,6.29,0.59,25148,Healthy
Compressor,61.65,45.66,3.29,100257,Warning
Boiler,294.31,37.68,0.0,129914,Warning
Heat Exchanger,172.01,8.26,0.0,33947,Healthy
Instrumentation,60.01,19.61,0.0,31779,Healthy
Pump,59.2,9.08,2.46,50398,Healthy
Cooling System,63.04,10.12,2.01,187310,Failure
Turbine,397.6,27.32,1.03,99999,Warning
Turbine,285.8,95.26,3.51,179819,Critical
Compressor,134.15,22.4,3.83,69152,Warning
Heat Exchanger,96.67,15.81,0.0,84392,Healthy
Compressor,108.39,37.66,1.99,60254,Healthy
Generator,101.03,0.0,2.17,147281,Critical
Furnace,362.94,6.0,0.0,37096,Healthy
Turbine,188.44,29.56,3.2,88684,Warning
Instrumentation,92.91,7.58,0.0,40316,Healthy
Boiler,189.66,90.15,0.0,140216,Warning
Boiler,240.98,63.98,0.0,64546,Healthy
Motor,40.34,0.0,1.21,7394,Healthy
Instrumentation,77.98,4.79,0.0,30658,Healthy
Compressor,84.06,49.08,2.85,82536,Warning
Cooling System,16.26,3.8,0.63,66494,Healthy
Valve,215.25,9.96,0.0,101488,Warning
Distillation Column,221.46,4.02,0.0,48495,Healthy
Cooling System,38.18,4.23,1.08,31140,Healthy
Heat Exchanger,125.85,14.63,0.0,13181,Healthy
Compressor,60.57,32.54,2.84,24150,Healthy
Reactor,260.93,40.39,0.0,82721,Healthy
Pump,114.84,14.1,3.51,122572,Critical
Storage Tank,33.59,3.88,0.0,154756,Warning
Pump,113.93,21.51,2.43,133849,Critical
Storage Tank,32.29,1.71,0.0,92519,Healthy
Instrumentation,129.45,42.29,0.0,109931,Failure
Valve,140.56,3.69,0.0,56157,Healthy
Storage Tank,74.06,1.91,0.0,157872,Warning
Compressor,50.18,19.02,1.7,31966,Healthy
Heat Exchanger,130.03,21.14,0.0,24678,Healthy
Heat Exchanger,252.62,31.05,0.0,243962,Failure
Reactor,442.28,73.19,0.0,208449,Critical
Pump,57.26,9.98,2.05,35566,Healthy
Storage Tank,73.88,3.27,0.0,216891,Warning
Pipeline,93.48,12.89,0.0,74006,Healthy
Furnace,304.87,6.04,0.0,15197,Healthy
Compressor,68.73,23.06,2.57,34939,Healthy
Cooling System,46.01,3.49,0.67,59016,Healthy
Boiler,239.93,76.84,0.0,27027,Healthy
Valve,98.83,12.48,0.0,80987,Healthy
Motor,43.36,0.0,1.76,27603,Healthy
Generator,108.69,0.0,2.51,217832,Failure
Pump,72.86,18.54,1.53,70088,Warning
Pump,56.91,10.26,0.62,40767,Healthy
Cooling System,45.3,3.11,1.11,30601,Healthy
Cooling System,38.34,7.88,1.38,87423,Warning
Boiler,288.49,37.69,0.0,166933,Warning
Cooling System,20.03,5.08,1.47,68755,Healthy
Storage Tank,54.49,1.15,0.0,55199,Healthy
Generator,93.85,0.0,0.73,103091,Warning
Storage Tank,82.32,4.81,0.0,233720,Critical
Valve,109.97,2.97,0.0,63613,Healthy
Turbine,163.79,26.55,2.26,58004,Healthy
Cooling System,33.97,3.06,1.7,106548,Warning
Storage Tank,60.79,3.24,0.0,120420,Healthy
Instrumentation,120.89,41.11,0.0,102228,Failure
Valve,61.06,32.52,0.0,47796,Healthy
Storage Tank,84.42,4.28,0.0,311220,Critical
Valve,32.87,14.12,0.0,41229,Healthy
Instrumentation,11.78,28.25,0.0,17297,Healthy
Pump,74.86,11.21,2.42,25167,Healthy
Motor,83.76,0.0,1.99,68662,Warning
Cooling System,21.89,3.47,0.58,53060,Healthy
Cooling System,17.95,3.04,1.43,18183,Healthy
Boiler,151.55,51.03,0.0,72697,Healthy
Motor,47.97,0.0,1.37,37343,Healthy
Furnace,462.35,6.73,0.0,41677,Healthy
Reactor,283.0,32.93,0.0,47522,Healthy
Distillation Column,326.63,7.6,0.0,198102,Critical
Boiler,265.96,69.42,0.0,33136,Healthy
Boiler,360.3,129.5,0.0,263687,Failure
Valve,144.76,11.18,0.0,56612,Healthy
Valve,150.3,15.69,0.0,17524,Healthy
Turbine,299.67,71.75,2.68,13629,Healthy
Compressor,63.21,18.77,2.97,48261,Healthy
Reactor,353.27,54.87,0.0,48167,Healthy
Generator,91.7,0.0,1.15,131753,Warning
Pump,55.38,6.68,1.65,53139,Healthy
Reactor,207.12,46.69,0.0,99401,Healthy
Heat Exchanger,237.6,29.91,0.0,172238,Critical
Boiler,324.5,116.51,0.0,210619,Critical
Turbine,282.45,72.65,3.32,122396,Warning
Valve,228.86,46.08,0.0,155019,Critical
Furnace,969.89,10.63,0.0,288745,Failure
Pipeline,59.03,33.84,0.0,29790,Healthy
Distillation Column,214.41,4.01,0.0,45177,Healthy
Pipeline,121.52,36.19,0.0,76890,Healthy
Furnace,546.2,4.74,0.0,30570,Healthy
Cooling System,39.67,2.73,1.44,66524,Healthy
Furnace,550.75,5.69,0.0,31197,Healthy
Pipeline,188.91,64.11,0.0,345659,Failure
Pipeline,175.62,58.01,0.0,228413,Critical
Compressor,112.74,18.35,2.01,27408,Healthy
Storage Tank,22.48,2.67,0.0,102187,Healthy
Pipeline,49.61,33.06,0.0,24329,Healthy
Instrumentation,21.22,31.72,0.0,50864,Warning
Boiler,212.93,39.19,0.0,37592,Healthy
Compressor,85.31,26.77,1.7,20630,Healthy
Turbine,245.66,27.73,3.16,90612,Warning
Valve,75.56,16.4,0.0,47416,Healthy
Distillation Column,306.15,2.37,0.0,144705,Warning
Storage Tank,42.2,0.39,0.0,61416,Healthy
Compressor,192.35,62.85,5.22,167362,Failure
Furnace,878.6,9.71,0.0,231977,Critical
Valve,233.8,45.19,0.0,180215,Critical
Motor,100.49,0.0,3.26,123528,Failure
Valve,26.93,9.52,0.0,73784,Healthy
Generator,82.79,0.0,0.97,38189,Healthy
Boiler,207.24,70.15,0.0,61368,Healthy
Compressor,90.77,40.21,3.17,14018,Healthy
Valve,212.53,13.36,0.0,122550,Warning
Generator,45.86,0.0,1.89,123291,Warning
Motor,65.68,0.0,1.05,44838,Healthy
Furnace,809.61,6.17,0.0,110823,Warning
Motor,50.68,0.0,1.13,20087,Healthy
Storage Tank,39.37,2.2,0.0,124636,Healthy
Generator,65.4,0.0,1.04,55847,Healthy
Pump,59.73,11.32,2.67,52443,Healthy
Motor,61.91,0.0,1.17,9191,Healthy
Compressor,53.29,17.38,1.0,13004,Healthy
Heat Exchanger,163.44,24.62,0.0,139191,Warning
Distillation Column,182.99,5.77,0.0,75239,Healthy
Heat Exchanger,254.18,30.74,0.0,219044,Failure
Reactor,180.51,43.28,0.0,92561,Healthy
Furnace,532.72,3.46,0.0,94386,Healthy
Pump,48.37,16.4,2.27,21369,Healthy
Instrumentation,109.25,4.54,0.0,50172,Warning
Pipeline,99.37,23.19,0.0,118599,Healthy
Heat Exchanger,222.22,28.44,0.0,186195,Critical
Distillation Column,143.37,4.46,0.0,89367,Healthy
Distillation Column,151.82,2.05,0.0,22973,Healthy
Generator,74.92,0.0,1.59,85622,Healthy
Valve,204.35,37.97,0.0,105053,Warning
Compressor,83.89,32.73,2.71,60083,Healthy
Turbine,439.65,59.56,3.68,149921,Critical
Compressor,108.21,29.92,1.42,53764,Healthy
Cooling System,55.95,9.27,0.76,121812,Critical
Boiler,330.4,114.61,0.0,201902,Critical
Distillation Column,310.8,3.63,0.0,120048,Warning
Instrumentation,106.48,11.0,0.0,56673,Warning
Heat Exchanger,143.78,11.53,0.0,44970,Healthy
Pipeline,137.88,49.78,0.0,146685,Warning
Furnace,323.04,5.82,0.0,71868,Healthy
Compressor,155.55,31.96,2.0,67274,Warning
Motor,57.67,0.0,2.12,15414,Healthy
Reactor,398.65,43.24,0.0,120986,Warning
Storage Tank,30.47,1.02,0.0,70701,Healthy
Turbine,162.55,43.93,1.08,31745,Healthy
Distillation Column,183.76,1.59,0.0,45759,Healthy
Pump,78.6,16.54,1.97,43534,Healthy
Reactor,445.88,84.81,0.0,282197,Failure
Storage Tank,25.67,2.13,0.0,66200,Healthy
Cooling System,18.78,9.95,1.96,123845,Critical
Reactor,274.43,20.35,0.0,93838,Healthy
Pipeline,73.98,18.84,0.0,23162,Healthy
Turbine,201.76,21.52,3.37,112424,Warning
Heat Exchanger,222.35,27.45,0.0,170221,Critical
Instrumentation,57.38,1.58,0.0,41617,Healthy
Furnace,585.94,5.8,0.0,50842,Healthy
Motor,91.25,0.0,2.61,105221,Critical
Cooling System,58.12,8.64,1.21,138983,Critical
Furnace,654.9,7.54,0.0,133666,Warning
Reactor,312.97,39.05,0.0,23950,Healthy
Storage Tank,86.26,4.89,0.0,270743,Critical
Compressor,83.3,37.23,2.61,15161,Healthy
Pump,113.42,21.29,2.28,141806,Critical
Heat Exchanger,235.35,26.78,0.0,149816,Critical
Instrumentation,84.53,28.8,0.0,12311,Healthy
Generator,36.39,0.0,0.93,26554,Healthy
Turbine,337.5,54.62,1.59,71285,Healthy
Cooling System,19.35,6.03,1.0,40089,Healthy
Furnace,612.97,5.78,0.0,72635,Healthy
Turbine,419.65,34.93,2.54,125483,Warning
Motor,64.32,0.0,0.76,50860,Healthy
Pump,46.24,7.88,0.9,11273,Healthy
Generator,95.52,0.0,1.32,125231,Warning
Turbine,167.62,64.84,0.96,40719,Healthy
Compressor,96.81,40.26,2.85,49943,Healthy
Storage Tank,27.63,2.46,0.0,31914,Healthy
Valve,33.77,27.11,0.0,82908,Healthy
Reactor,439.71,75.59,0.0,229503,Critical
Heat Exchanger,97.64,13.93,0.0,16771,Healthy
Reactor,423.87,73.96,0.0,202582,Critical
Heat Exchanger,181.61,7.89,0.0,85967,Healthy
Reactor,222.2,20.59,0.0,95547,Healthy
Instrumentation,101.47,26.81,0.0,43436,Warning
Boiler,170.35,52.28,0.0,87704,Healthy
Furnace,586.5,4.98,0.0,39577,Healthy
Furnace,628.99,2.5,0.0,81501,Healthy
Boiler,163.66,98.91,0.0,121732,Warning
Compressor,57.94,19.48,1.53,15141,Healthy
Distillation Column,199.19,2.94,0.0,18403,Healthy
Pipeline,40.73,18.5,0.0,46894,Healthy
Storage Tank,75.09,1.73,0.0,168780,Warning
Furnace,390.55,2.63,0.0,54241,Healthy
Motor,67.93,0.0,1.93,11214,Healthy
Heat Exchanger,221.89,29.06,0.0,161495,Critical
Pump,56.63,13.64,2.93,34743,Healthy
Reactor,220.22,22.64,0.0,39010,Healthy
Valve,199.33,22.61,0.0,112271,Warning
Valve,184.32,4.8,0.0,36494,Healthy
Valve,53.22,16.33,0.0,85999,Healthy
Distillation Column,193.19,5.39,0.0,86946,Healthy
Storage Tank,58.9,2.94,0.0,50272,Healthy
Pump,60.92,16.91,0.96,68488,Healthy
Instrumentation,60.73,25.02,0.0,8243,Healthy
Generator,76.53,0.0,1.45,81514,Healthy
Boiler,341.39,112.7,0.0,177960,Critical
Reactor,307.75,28.81,0.0,65912,Healthy
Distillation Column,154.59,3.11,0.0,22487,Healthy
Instrumentation,113.76,38.12,0.0,86805,Critical
Compressor,122.81,21.54,2.23,49827,Healthy
Heat Exchanger,174.79,14.09,0.0,25969,Healthy
Distillation Column,313.52,1.9,0.0,118578,Warning
Distillation Column,306.55,3.53,0.0,107804,Warning
Cooling System,42.28,2.5,1.01,34410,Healthy
Storage Tank,79.75,0.88,0.0,159565,Warning
Generator,83.19,0.0,1.82,96651,Warning
Boiler,241.41,25.27,0.0,67733,Healthy
Distillation Column,314.82,4.84,0.0,120713,Warning
Cooling System,34.98,3.58,0.83,25942,Healthy
Compressor,71.46,29.99,1.7,59422,Healthy
Reactor,241.98,25.69,0.0,50192,Healthy
Distillation Column,309.31,1.18,0.0,141539,Warning
Distillation Column,241.72,5.33,0.0,102637,Healthy
Reactor,422.25,77.63,0.0,178424,Critical
Instrumentation,12.63,34.18,0.0,54726,Warning
Heat Exchanger,167.33,15.78,0.0,24824,Healthy
Generator,59.18,0.0,1.21,79187,Healthy
Reactor,347.8,31.78,0.0,32423,Healthy
Compressor,156.58,39.77,1.58,87789,Warning
Reactor,396.86,56.8,0.0,109111,Warning
Pipeline,39.78,39.42,0.0,24399,Healthy
Pipeline,24.75,24.1,0.0,102551,Healthy
Valve,101.72,16.69,0.0,35548,Healthy
Compressor,108.82,28.26,1.79,43640,Healthy
Reactor,321.66,50.49,0.0,30880,Healthy
Storage Tank,66.02,3.27,0.0,32116,Healthy
Heat Exchanger,238.37,28.0,0.0,190672,Critical
Instrumentation,117.73,36.21,0.0,88186,Critical
Pump,104.49,5.65,1.2,86628,Warning
Valve,143.09,20.11,0.0,63080,Healthy
Cooling System,65.92,10.31,2.13,178102,Failure
Heat Exchanger,177.51,13.18,0.0,47749,Healthy
Motor,103.9,0.0,3.2,132516,Failure
Heat Exchanger,99.27,22.52,0.0,116085,Warning
Heat Exchanger,141.47,16.46,0.0,57244,Healthy
Pump,42.43,13.23,1.99,11952,Healthy
Distillation Column,120.74,1.99,0.0,35352,Healthy
Generator,79.6,0.0,1.99,127101,Warning
Distillation Column,201.83,3.55,0.0,32951,Healthy
Pump,106.68,20.29,1.02,118839,Critical
Generator,99.96,0.0,1.53,91601,Warning
Turbine,484.1,106.25,4.39,249220,Failure
Cooling System,60.41,10.36,2.15,183806,Failure
Motor,70.89,0.0,1.74,40963,Healthy
Cooling System,51.4,2.86,0.89,97135,Warning
Turbine,273.91,58.41,3.16,105544,Warning
Turbine,182.58,84.41,1.78,102903,Warning
Pump,104.88,8.87,0.98,88725,Warning
Generator,43.55,0.0,0.81,41892,Healthy
Cooling System,28.11,4.2,1.49,34923,Healthy
Boiler,159.18,28.33,0.0,27919,Healthy
Pump,42.91,6.43,2.77,51179,Healthy
Pump,95.12,9.56,1.87,107460,Warning
Boiler,246.6,45.97,0.0,24449,Healthy
Turbine,433.44,35.71,3.54,151911,Critical
Cooling System,44.69,3.51,0.99,44201,Healthy
Instrumentation,48.76,26.39,0.0,10188,Healthy
Valve,260.42,54.47,0.0,224034,Failure
Distillation Column,233.83,3.25,0.0,99963,Healthy
Pump,107.02,20.05,2.59,127138,Critical
Instrumentation,124.89,42.98,0.0,106681,Failure
Storage Tank,46.89,0.76,0.0,50505,Healthy
Distillation Column,235.06,6.95,0.0,160391,Warning
Motor,71.53,0.0,2.25,70926,Warning
Storage Tank,23.17,2.21,0.0,84627,Healthy
Reactor,467.82,83.57,0.0,249953,Failure
Cooling System,40.99,3.79,1.0,60842,Healthy
Cooling System,35.86,2.45,1.47,61645,Healthy
Boiler,322.1,116.44,0.0,212427,Critical
Distillation Column,335.87,7.74,0.0,226366,Critical
Turbine,187.01,92.33,3.75,145735,Critical
Boiler,231.39,42.53,0.0,28467,Healthy
Pipeline,136.64,43.77,0.0,65996,Healthy
Furnace,384.85,4.91,0.0,36766,Healthy
Cooling System,37.35,4.92,1.0,68470,Healthy
Heat Exchanger,96.19,19.09,0.0,61927,Healthy
Motor,45.96,0.0,2.36,71620,Warning
Generator,84.01,0.0,1.36,44555,Healthy
Motor,64.23,0.0,1.26,10944,Healthy
Turbine,317.21,66.41,3.27,120267,Warning
Valve,242.11,49.27,0.0,193990,Critical
Boiler,270.0,74.52,0.0,41747,Healthy
Pump,98.02,9.39,2.09,85607,Warning
Reactor,444.0,77.33,0.0,226778,Critical
Reactor,266.44,33.86,0.0,28239,Healthy
Reactor,313.5,42.19,0.0,29913,Healthy
Valve,150.97,10.63,0.0,15258,Healthy
Reactor,480.44,85.07,0.0,286256,Failure
Distillation Column,329.94,7.01,0.0,183622,Critical
Motor,56.27,0.0,2.34,82480,Warning
Furnace,653.7,5.46,0.0,29728,Healthy
Turbine,440.13,30.27,3.6,175691,Critical
Generator,100.42,0.0,2.1,180652,Critical
Compressor,62.02,25.72,2.77,9236,Healthy
Furnace,365.09,2.58,0.0,69762,Healthy
Valve,66.33,28.09,0.0,27526,Healthy
Generator,66.09,0.0,0.98,63648,Healthy
Storage Tank,25.46,1.17,0.0,118419,Healthy
Cooling System,15.26,2.39,0.73,45241,Healthy
Furnace,718.38,1.73,0.0,101597,Healthy
Heat Exchanger,173.63,18.0,0.0,21922,Healthy
Reactor,300.14,32.12,0.0,85272,Healthy
Pump,120.34,25.86,4.78,168122,Failure
Pipeline,126.53,5.46,0.0,38960,Healthy
Turbine,351.63,28.8,2.76,85274,Healthy
Pump,66.87,5.13,1.13,48758,Healthy
Furnace,866.18,9.19,0.0,190855,Critical
Turbine,198.93,69.57,1.65,83968,Healthy
Compressor,133.52,23.74,2.07,28173,Healthy
Heat Exchanger,150.14,6.86,0.0,59501,Healthy
Furnace,482.99,5.99,0.0,64547,Healthy
Heat Exchanger,231.96,25.73,0.0,155712,Critical
Instrumentation,46.37,13.77,0.0,23649,Healthy
Boiler,169.91,20.08,0.0,45508,Healthy
Valve,167.38,30.86,0.0,40155,Healthy
Reactor,303.0,46.42,0.0,87956,Healthy
Cooling System,30.49,4.82,0.79,26184,Healthy
Storage Tank,33.6,0.99,0.0,31662,Healthy
Generator,74.01,0.0,1.15,87488,Healthy
Storage Tank,79.8,2.29,0.0,207524,Warning
Heat Exchanger,133.1,18.04,0.0,75667,Healthy
Storage Tank,56.67,3.96,0.0,227408,Warning
Turbine,254.98,67.08,1.32,64938,Healthy
Motor,64.17,0.0,2.36,64313,Warning
Generator,39.11,0.0,1.09,69758,Healthy
Pump,113.91,15.26,4.04,116994,Critical
Boiler,205.36,56.98,0.0,96306,Healthy
Reactor,307.85,28.91,0.0,92441,Healthy
Instrumentation,14.29,28.5,0.0,20078,Healthy
Reactor,451.34,80.29,0.0,297283,Failure
Distillation Column,230.0,4.4,0.0,45691,Healthy
Distillation Column,213.52,2.89,0.0,44368,Healthy
Storage Tank,36.95,1.11,0.0,43663,Healthy
Storage Tank,23.97,0.34,0.0,17595,Healthy
Pipeline,104.11,35.15,0.0,71883,Healthy
Compressor,170.15,40.72,4.88,108035,Critical
Compressor,160.99,30.31,4.71,125633,Critical
Motor,80.25,0.0,0.9,83634,Warning
Motor,51.92,0.0,2.01,15065,Healthy
Valve,150.96,24.12,0.0,45314,Healthy
Instrumentation,129.71,41.35,0.0,116305,Failure
Boiler,253.31,95.38,0.0,113678,Warning
Pipeline,95.47,45.74,0.0,60445,Healthy
Pump,111.1,22.69,2.63,155308,Critical
Pipeline,114.64,10.15,0.0,54112,Healthy
Furnace,842.33,2.86,0.0,122584,Warning
Valve,54.27,4.33,0.0,42047,Healthy
Valve,152.34,17.85,0.0,76085,Healthy
Valve,208.9,35.06,0.0,94270,Warning
Distillation Column,219.45,2.2,0.0,26630,Healthy
Compressor,61.14,30.39,2.06,38680,Healthy
Pump,113.88,6.4,4.15,151218,Critical
Storage Tank,86.66,4.16,0.0,240590,Critical
Storage Tank,56.65,0.03,0.0,27211,Healthy
Heat Exchanger,209.89,9.13,0.0,119072,Warning
Heat Exchanger,89.45,3.11,0.0,84533,Healthy
Compressor,98.17,51.82,4.06,134660,Critical
Motor,43.78,0.0,2.32,60551,Warning
Turbine,168.53,31.07,2.68,75960,Healthy
Cooling System,30.23,5.63,1.45,35047,Healthy
Furnace,488.36,6.6,0.0,78274,Healthy
Distillation Column,251.54,6.69,0.0,119152,Warning
Generator,107.54,0.0,2.24,146983,Critical
Valve,54.69,32.07,0.0,78693,Healthy
Valve,266.97,54.8,0.0,236847,Failure
Cooling System,60.65,10.68,2.12,201090,Failure
Pump,83.16,18.48,2.96,113163,Warning
Valve,94.25,35.66,0.0,14681,Healthy
Storage Tank,29.87,1.98,0.0,42262,Healthy
Instrumentation,121.29,41.29,0.0,106633,Failure
Instrumentation,56.46,24.26,0.0,27399,Healthy
Reactor,303.63,25.12,0.0,81937,Healthy
Generator,77.45,0.0,1.52,50203,Healthy
Distillation Column,250.76,3.08,0.0,54673,Healthy
Pump,69.95,7.62,1.48,47728,Healthy
Pipeline,87.82,31.62,0.0,112739,Healthy
Generator,71.83,0.0,1.19,63535,Healthy
Cooling System,31.99,3.59,1.16,23744,Healthy
Instrumentation,125.8,43.88,0.0,111078,Failure
Cooling System,58.11,4.71,1.88,120626,Critical
Motor,86.96,0.0,2.82,109724,Critical
Boiler,228.58,45.54,0.0,58640,Healthy
Storage Tank,80.73,4.51,0.0,299884,Critical
Turbine,169.21,68.31,1.16,42925,Healthy
Pump,58.84,8.3,2.34,65641,Healthy
Turbine,330.04,37.59,3.36,110440,Warning
Storage Tank,46.23,2.21,0.0,89643,Healthy
Instrumentation,63.53,16.26,0.0,18044,Healthy
Instrumentation,106.86,4.25,0.0,52692,Warning
Heat Exchanger,178.28,4.65,0.0,50081,Healthy
Motor,50.27,0.0,1.62,19499,Healthy
Turbine,482.47,100.14,4.29,241638,Failure
Turbine,353.04,40.33,1.8,64897,Healthy
Furnace,416.76,6.02,0.0,46385,Healthy
Pipeline,80.76,37.02,0.0,42480,Healthy
Reactor,299.22,39.09,0.0,54580,Healthy
Motor,47.22,0.0,1.1,16351,Healthy
Valve,211.2,33.48,0.0,97029,Warning
Instrumentation,66.27,21.91,0.0,36790,Healthy
